source_code,concept_name
LBS (POUNDS),pound (US)
DEGREES^DEGREES,degree
METRIC  DROP EACH EYE,drop
nmo/ml,nanomole per milliliter
MILLIGRAMS/10 ML VIA,milligram per milliliter
50MG/DL +,milligram per deciliter
NG/ML PACKED RBCS,nanogram per milliliter
EYR/UL,red blood cells per microliter
MILLGRAMS,milligram
UIU/ML^UIU/ML,micro-international unit per milliliter
103mm3,thousand per cubic millimeter
UG/ML^UG/ML,microgram per milliliter
U,unified atomic mass unit
MCG/CC,gram per cubical centimeter
DROPS  AFFECTED   EAR,drop
ML/MIN/1.73,milliliter per minute
lbs.,pound (US)
umol/g creat,micromole per gram of creatinine
MG (48),milligram
MCG/INH,microgram per actuation
DROP  EACH  EYE,drop
ML/MIN/1.73MÝ^ML/MIN/1.73MÝ,milliliter per minute per 1.73 square meter
[NEGATIVE,negative count
X10\\S\\6,million
INCH,inch (US)
[LB_AV],pound force (avoirdupois)
%t.hgb,percent hemoglobin
UNITS^UNITS,unit
LOG (IU/ML),log international unit per milliliter
THIN APPLICATION,application
MILLIGRAM(S) AS LIQUID,milligram
mcint unit,micro-international unit per liter
EHRLICH U/DL,Ehrlich unit per deciliter
UG/ML^UG/M,microgram per milliliter
2-3 MM,millimeter
APPLICATIOIN,application
MCG/ACT,microgram per actuation
pg/nl,picogram per milliliter
UG/G CR,microgram per gram of creatinine
x 10s/ul,thousand per microliter
ILLIGRAMSPERDECILITE,milligram per deciliter
MG (CA-P),milligram
UNIT/DROP,unit per drop
L/24 H,liter per 24 hours
600 MG/10 ML VIAL,milligram per milliliter
10/3/UL,thousand per microliter
X1000000,million
^th/mm3,thousand per cubic millimeter
BEATS PER ,counts per minute
MG/DL(CALC,milligram per deciliter
CARTRIDGE(S) PEN,unit
MG/ML (IM),milligram per milliliter
% LYMPHOCY,percent of lymphocytes
ML/MIN/1.73  M2,milliliter per minute per 1.73 square meter
gplu/ml,IgG phospholipid unit per milliliter
unit/l^uni,unit per liter
UNIT/ML^UNIT/ML,unit per milliliter
DROP TO  EACH EYE,drop
MG/TV,milligram per total volume
MILILLITERS,milliliter
cu mm,cubic millimeter
E.U./DLL,Ehrlich unit per deciliter
MCG/MG OF CREATININE,microgram per milligram of creatinine
/MM3^/MM3,per cubic millimeter
X 10EE6/UL,million per microliter
MILLIGRAMSPERLITER [,milligram per liter
600MG/VIAL,milligram
^MOSM/KG,milliosmole per kilogram
DROPS IN EACH EAR,drop
ELU/ML,ELISA unit per milliliter
LOGIU/ML^LOGIU/ML,log international unit per milliliter
DROPI N EACH EYE,drop
MILLIEQUIVALENTS PER LITER,milliequivalent per liter
210MG,milligram
x 10-3/ul,thousandth per microliter
NMO/L,nanomole per liter
G/TIME,gram per time
MILLIONS,million
ML/MIN/1.73MÝ,milliliter per minute per 1.73 square meter
MILLILIGRAM,milligram
3L,liter
APPLICATIOP,application
x10-3/ul,thousandth per microliter
mcmol/min/,micromole per minute
mmole/lite,millimole per liter
X1000000/MICROLITER,million per microliter
10 x 12 cells/l,trillion cells per liter
^MG/G,milligram per gram
4 MG/KG,milligram per kilogram
% (GELFRM),percent
^%(calc),percent calculated
DROPS OU,drop
int._unit/,international unit
INHALATIONS VIA SPACER,Actuation
ML/MIN/1.72MM2,milliliter per minute per 1.73 square meter
ML/MIN/1.73*2,milliliter per minute per 1.73 square meter
munits/l,microunit per liter
iu/ml class,international unit per milliliter
DBHL,Decibel
^ng/dl,nanogram per deciliter
x 10-6/ul,million per microliter
CC IM,cubic centimeter
INT: R,ratio
5 MM X 3 MM,millimeter
ILLIMETER OF MERCURY,millimeter mercury column
%g-hb,percent hemoglobin A1c
G/T,gram per time
L/24 HR,liter per 24 hours
10\\S\\3/UL,thousand per microliter
THOUSANDS/�_�L,thousand per liter
11%,percent
% normal,percent mean normal
mcg/gcreat,microgram per gram of creatinine
REASPOON,teaspoon
U/MG,unit per milligram
CELLS PER UL,cells per microliter
ACTUATIONS,Actuation
RU/ML,unit per milliliter
GPL-IU/ML,IgG phospholipid unit per milliliter
INT UNIT/ML,international unit per milliliter
25UL+,microliter
GRAIN,grain
DROP IN EACH  EYE,drop
U/L UNITS PER LITER,unit per liter
MILLILITERSR,milliliter
500 LEU/UL +++,per microliter
B.P.M.,per minute
UG/MG/ML,microgram per milliliter
DROP   OU,drop
MILLILITERS,milliliter
DROP(S) IN AFFECTED EYE,drop
X(10)3/CUMM,thousand per milliliter
MM (AT LEAST),millimeter
ILLIOSMOLESPERKILOGR,milliosmole per kilogram
PER HOUR,per hour
DROPEACH EYE,drop
MG/GRAM CR,milligram per gram of creatinine
G/12 HRS,gram per hour
log (10) iu/ml,log international unit per milliliter
75 LEU/UL ++,per microliter
X10\\S\\3U/L,thousand per microliter
CM H20 L/S,centimeter watercolumn
MILILETERS,milliliter
cells / fields,cells per high power field
x10e6 per,million
^RATIO,ratio
MMOL/L\X0D0A\,millimole per liter
APPLCATION,application
MG/ML-%,milligram per milliliter
^iu/l,international unit per liter
DROP(S) AFFECTED  EAR,drop
NANOGRAM PER MILLLII,nanogram per milligram
PER MIN,per minute
APPLICATION OF CREAM,application
CUPS,cup
CM:CM:3.8,centimeter
ICROGRAM PER MILLILI,microgram per milliliter
ml/min/(1.,milliliter per minute
ML/MIN/1.73M2^ML/MIN/1.73M2^L^ML/MIN/1.73M2,milliliter per minute per 1.73 square meter
DROP   BOTH EYES,drop
X 10 ' 3,thousand
/100 WC,per 100 white blood cells
second(s)^second(s),second
APPLICATORFULL,application
MOSMO,milliosmole
HOUR(S),hour
APPLICATION OF SOLUTION,application
DROPS IN EACH NOSTRIL,drop
THOUSAND/�_�L,thousand per liter
ng/ml tryp,nanogram per milliliter of trypsinogen
APPLICATIONOF LOTION,application
micromole per liter,micromole per liter
mg ca/g cr,milligram per gram of creatinine
mm indurat,millimeter
mm/ml,millimole per milliliter
GRAM(S) PO,gram
CMS/H20,centimeter watercolumn
INT'LU/ML,international unit per milliliter
^/HPF,per high power field
INHLATIONS,Actuation
ML/MINUTE/1.73 M^2,milliliter per minute per 1.73 square meter
ML INSTILLED,milliliter
¿¿MOL/L,mole per liter
% INHIBITI,percent inhibition
ML/S,milliliter per second
somogyi un,Somogyi unit
MILLIGRAM PEN,milligram per milligram
DROP(S) EACH EYE,drop
%WBC,percent of white blood cells
TEAPSOON,teaspoon
DROPPER,drop
x 10s,million
CUTOFF 150NG/ML,nanogram per milliliter
^MG/MG CREAT,milligram per milligram of creatinine
TBLS,tablespoon
LITERS/MIN. NASAL CANNULA - PULSED,liter per minute
TEASOON,teaspoon
ANOGRAMSPERDECILITER,nanogram per deciliter
KILOGRAMS PER METERS SQUARED,kilogram per square meter
% NORMAL FORMS,normal forms
X 10X3/MM3,thousand per cubic millimeter
%GHB,percent hemoglobin A1c
X M/MM3,million per cubic millimeter
mciu/ml^mciu/ml,micro-international unit per milliliter
feet/inche,inch (international)
UNIT(S) SC,unit
^pg/ml,picogram per millimeter
DEGREES FARENHEIT,degree Fahrenheit
ANOGRAM PER DECILITE,nanogram per deciliter
pg^pg,picogram
PH-UNITS,pH
UMOL/G{CRE},micromole per gram of creatinine
SOMOGYI UN,Somogyi unit
/100[WBC],per 100 white blood cells
SECONDS^SECONDS^L^SECONDS,second
MICROGRAMS,microgram
intl_units,international unit
CC'S,cubic centimeter
x(10)3/mcl,thousand per microliter
(X10)6,million
\\HPF,per high power field
MMOLS/24HRS,millimole per 24 hours
KU/L  CLASS,international unit per milliliter
MCIU/ML^MC,micro-international unit per milliliter
PER DAY,per 24 hours
UNIT(S) AND,unit
APPLICATON(S),application
UNIT/ML-%,unit per milliliter
DROPS TO RIGHT EAR,drop
pcg/ml,microliter per milliliter
GRAMS PER DAY,gram per 24 hours
G/DLCALC,gram per deciliter calculated
MIUML,milliunit per milliliter
ILLION PER MICROLITE,million per microliter
% OF TOTAL LYMPHS,percent of lymphocytes
ML/MIN/1.73\.BR\,milliliter per minute per 1.73 square meter
PKG,picogram
/ MM3,per cubic millimeter
MCG /DOSE,microgram per dose
LG10COP/ML,log copies per milliliter
MINTUNIT/ML,milli-international unit per milliliter
gpi igm un,nanogram per milliliter
#/HFP,per high power field
DROP(S) LEFT  EAR,drop
MILLLILITERS,milliliter
g-hb%,percent hemoglobin
UNIT/GRAM,unit per gram
%OFINHIBIT,percent inhibition
CM(S),centimeter
U/IU/ML,milliunit per milliliter
APPLICATION OF  CREAM,application
X 10\\S\\3,thousand
cumicr,international unit per liter
DROP(S)  AU,drop
GMDL,gram per deciliter
DROP(S)  RIGHT EAR,drop
NG/GRAM,nanogram per gram
DROPS TO LEFT EAR,drop
MILLIGRAMS PER GRAM,milligram per gram
10'6/ul,million per microliter
PEA SIZE APPLICATION,application
NANOMETER,nanometer
10*3/�L,thousand per liter
DROP(S) IN EACH EYE,drop
LEU/ UL,cells per microliter
DEGREES FA,degree Fahrenheit
TEAPOON,teaspoon
meq/24 hr,microequivalent per 24 hours
IU/L (XYXY01/ML),international unit per liter
MEQ/24H,microequivalent per 24 hours
MG (DIS),milligram
APPLICATION TO,application
HRS.,hour
MG IV,milligram
LITERS/MINUTE (BEST),liter per minute
LITERS PER,per liter
X10\\S\\3/UL,thousand per microliter
log10 iu/m,log10 unit per milliliter
cm sq.,square centimeter
PACK(S),unit
X 10\\S\\6,million
MCG/SQCM,microgram per square centimeter
DROP TO EACH EYE,drop
m[iu]/ml,international unit per milliliter
DROP(S)AU,drop
.10 MG/DL,milligram per deciliter
TABLETA,tablet
LITER(S),liter
INTL_UNIT/L,international unit per liter
nmol bce/mmol c,nanomole per millimole of creatinine
CM:0.4,centimeter
PICOGRAM PER MILILITER,picogram per milliliter
XYXY01'U/DL,unit per deciliter
MILLIINTERNATIONAL UNITS PER MILLILITER,milli-international unit per milliliter
TEASPONS,teaspoon
X10(3) UL,thousand per microliter
% OF LYMPH,percent of lymphocytes
ICROGRAMSPERDECILITE,microgram per deciliter
ML/MIN/SA,milliliter per minute
TAB,tablet
IU / ML,international unit per milliliter
INTUNIT/ML^INTUNIT/ML,international unit per milliliter
AAPPLICATION,application
UINT UNIT/ML,unit per milliliter
%ha1c,percent hemoglobin A1c
MG/DL (C,milligram per deciliter
thscmm,thousand per cubic millimeter
DROP(S) LEFT EAR,drop
M\UL,million per microliter
NG/ML..,nanogram per milliliter
MCMOL/MIN/GTISSUE,micromole per minute and gram
micrograms per milliliter,microgram per milliliter
GM/DL^GM/DL^L^GM/DL,gram per deciliter
APPLICATIONT,application
MUNITS/ML,milliunit per milliliter
X10*9/L,billion per liter
MCG/ACTUAT,microgram per actuation
MCUNT/ML,microunit per milliliter
MG/L-FEU,milligram of fibrinogen equivalent unit per liter
INT.UNITS/L,international unit per liter
DROP IN EACH EYE,drop
DROP(S) BOTH  EARS,drop
AUNITS/ML,unit per milliliter
?mol/l,mole per liter
MCG-MG,microgram per milligram
MCG/SPRAY,microgram per actuation
X10\S\3,thousand
NMOL/MGCRE,nanomole per milligram of creatinine
DAY(S),day
X10\S\3/MCL,thousand per microliter
APPLCATON,application
AMPULE(S) (1.25MG),milligram
LOGUNIT/ML,log10 unit per milliliter
10PWR3/UL,thousand per microliter
mmol/molcreat,millimole per mole of creatinine
NG/ML (XYXY01),nanogram per milliliter
CM:,centimeter
PEA SIZEAPPLICATION,application
10E6/ML,million per milliliter
ARBITARY U,arbitrary unit
10MG/DL +,milligram per deciliter
MG/GMCR,milligram per gram of creatinine
mmol/mol c,millimole per mole of creatinine
mmol/l^mmo,millimole per liter
APPLICATATION,application
MG TP/G CRE,milligram per gram of creatinine
MILILILITER,milliliter
CENTIMETERS OF H20,centimeter watercolumn
^X1000,thousand
TABLET 1,tablet
MM.,millimeter
% NGSP,percent hemoglobin A1c
APPLICATTION,application
NMOL/HR/MLRBC,nanomole per hour and milliliter red blood cells
DROP(S),drop
NG/MLTROUG,nanogram per milliliter
mgpr/gcr,milligram per gram
%INHIBITIO,percent inhibition
MEQ (PRT),milliequivalent
^XYXY01/ML,per milliliter
LOG10COPY/,log copies per milliliter
^% NORMAL,percent of normal
m/m/1.73m2,milliliter per minute per 1.73 square meter
X10E+03/UL,thousand per microliter
DROPS AFFECTED EAR,drop
PER 3 MONTHS,per month
DROP  TO BOTH EYES,drop
MG/DOSE,milligram per dose
UG/MG CREATININE,microgram per milligram of creatinine
MILLIEQUIVALENTS,milliequivalent
UNITS-L,unit per liter
PACKET,milligram
10.0 x 3/ul,thousand per microliter
UNTS,unit
X1OE+12/L,trillion per liter
ML/MIN/1.73M2^ML/MIN/1.73M2,milliliter per minute per 1.73 square meter
UNIT/ACT,unit per actuation
ML/MIN/1.72M'2,milliliter per minute per 1.73 square meter
OUNCE(S),ounce (apothecary)
mcg/mlfeu,microgram of fibrinogen equivalent unit per milliliter
HRLICHUNITSPERDECILI,Ehrlich unit per deciliter
PER 100 WBC'S,per 100 white blood cells
INTERNATIONAL UNIT(S),international unit
DROPS TO AFFECTED EAR,drop
^g/dl,gram per deciliter
%%,percent
cut off 50 ng/ml,nanogram per milliliter
{IUNITS/L},unit per liter
NMOL/MG CREATININE,nanomole per milligram of creatinine
lg10cop/ml,log copies per milliliter
TEASPOON(S) ORAPRED,teaspoon
DROP(S)RIGHT EAR,drop
t-u,thousand
NUM/100WBC,per 100 white blood cells
units/ml r,unit per milliliter of red blood cells
TSPE,teaspoon
MICRO I/U,micro-international unit
DROPS EACH EYE,drop
MINUTES.,minute
METERS SQUARED,square meter
SQUARE METERS,square meter
MLU/L,milliunit per liter
index val,lyme index value
MICRO-IU/ML,micro-international unit per milliliter
NANOGRAM PER DECILIT,nanogram per deciliter
/HPF EQUIVALENT,per high power field
LITERS VIA NASAL CANNULA,liter
mg/dl_milligramsperdeciliter,milligram per deciliter calculated
DROPPERFUL,drop
mg/gmcreat.,milligram per gram of creatinine
k/ mm*3,thousand per cubic millimeter
OUNCES,ounce (apothecary)
CENTIMETER,centimeter
INHATIONS,Actuation
% ACTIVI,percent activity
^mg/24 hr,milligram per 24 hours
NMOL XYXY01,nanomole
DB HL,Decibel
DROPP,drop
TYPE/HPF,per high power field
MILLIEQUIV,milliequivalent
M[IU]/L,milliunit per liter
APPLICATION OF GEL,application
MINTL_UNIT/ML,milli-international unit per milliliter
ML/DL^ML/DL,milliliter per deciliter
mm erythem,millimeter
ROPS,drop
DROP(S)OU,drop
%ghb,percent hemoglobin A1c
10X6/ML,million per milliliter
METERS SQU,per square meter
PPLICATION,application
ML/M2,milliliter per square meter
TSPS,teaspoon
MCG/1.3ML,microgram per milliliter
GM//ML,gram per milliliter
MILLIMETER PER HOUR,millimeter per hour
CMS.,centimeter
MOSM/KG H20,milliosmole per kilogram of H20
X10\\S\\6/UL,million per microliter
INTERNATIONAL UNITS PER MILLILITER,international unit per milliliter
DAY,day
PERCENT %,percent
kper micro,thousand per microliter
X10^3/MM^3,thousand per cubic millimeter
^u/ml,unit per milliliter
DROPSLEFT EAR,drop
UI,international unit
GM/ 24HRS,gram per 24 hours
INTL/UNIT/L,international unit per liter
XYXY01/MM3,per cubic millimeter
COL/ML,colony forming unit per milliliter
DROP(S)   OU,drop
{X10E3/MCL},thousand per microliter
TEASPOONS PO,teaspoon
ug/ml (feu,microgram of fibrinogen equivalent unit per milliliter
thousand/??l,thousand per liter
MG ALB/G CREA,milligram per gram of creatinine
MM OF INDURATION,millimeter
DROPS IN LEFT  EAR,drop
GM.,gram
APPLIATION,application
mg/dl of apo-a1,milligram per deciliter
MICROMOLE PER LITER,micromole per liter
iu/ml clas,international unit per milliliter
LOG_COPY/ML,log copies per milliliter
^pg/mm3,picogram per millimeter
AU / ML,arbitrary unit per milliliter
X 10*6,million
X10^6 CELLS/?L,million cells per liter
%ngsp,percent hemoglobin A1c
M-INT. UNIT/ML,milli-international unit per milliliter
DROPS RIGHTEAR,drop
ILLIGRAMSPERLITER [M,milligram per liter
MILLILILITERS,milliliter
AERO BREATH ACT,Actuation
KUNITS/L^KUNITS/L,kilounit per liter
X 10 ' 6,million
MMOL/GCR,millimole per gram of creatinine
APPLICATION (S),application
mom fetus,multiple of the median
ILLIGRAM PER DECILIT,milligram per deciliter
^MCG/DL,microgram per deciliter
DROPS IN AFFECTED EAR,drop
APPLICATON,application
TABLESPOON(S),tablespoon
M-INTUNIT/ML,international unit per milliliter
pgm,picogram
mcg/dl (calc),milligram per deciliter calculated
ml/min/bsa,liter per minute per square meter
CCS,milliliter per second
sec x,second
10^3/ L,thousand per liter
GRAMSPER24HOURS,gram per 24 hours
th/ml,thousand per milliliter
nmole/liter,nanomole per liter
MEQL,milliequivalent per liter
CFU,colony forming unit
MM [HG],millimeter mercury column
%A1C NGSP,percent hemoglobin A1c
^XYXY01/MM3,per cubic millimeter
ICROGRAMSPERLITER [M,microgram per liter
10\\^\\6/UL,million per microliter
X 10\S\6/UL,million per microliter
DROP  IN EACH EYE,drop
MG/DLADULT,milligram per deciliter adult
"SCORE - 0, LOW- RISK",score
PG^PG^L^PG,picogram
10\\S\\3UL,thousand per microliter
GRAM(S) LINE,gram
CM CUBED,cubic centimeter
mos/kg h2o,milliosmole per kilogram of H20
cu micron,international unit per liter
DROP(S)  IN AFFECTED EYE,drop
10_3/UL,thousand per microliter
MILLIITERS,milliliter
RATIOUNITS,ratio unit
mm fetus 1,millimeter
THIN APPLICATION(S),application
%OFINHIBITION,percent inhibition
^units,unit
ICROGRAM PER DECILIT,microgram per deciliter
cm:cm,centimeter
10 3/CMM,thousand per cubic millimeter
{XYXY01/ML},per milliliter
KG.,kilogram
APPLICATIONAN,application
TBSP (15 ML),tablespoon
EU/D,Ehrlich unit per deciliter
DROP IN  AFFECTED EYE,drop
FLUIDOUNCE,fluid ounce (US)
^ISR,immune status ratio
MILLILTER,milliliter
DROP PER EYE,drop
AERO POW BR ACT,Actuation
MILLIEQUIVALENTSPERL,milliequivalent per liter
APLICATION,application
10 (3),thousand
*MILLILITE,milliliter
KIU/L,kilounit per liter
mmol/gcreat,millimole per gram of creatinine
TESPOON,tablespoon
milliunits,milli-international unit
^APL,IgA phospholipid unit
MILLIGRAM ,milligram
DROP EACHEYE,drop
500 LEU/UL+++,per microliter
BIL UNT/GM,unit per gram
10^6mm3,million per cubic millimeter
LOG10 INTERNATIONAL UNITS PER ML,log international unit per milliliter
MILLILETERS,milliliter
CM/SEC,centimeter per second
MG/GRAM,milligram per gram
DROP(S) IN AFFECTED EAR,drop
mmol/lx0d0a\,millimole per liter
GPIIGMUNITS,beta-2 GPI IgM Ab unit
/100{SPERMATOZOA},per 100 spermatozoa
�IU/ML,international unit per milliliter
% of inhib,percent inhibition
APPLCIATION,application
MM OF MERCURY,millimeter mercury column
APPLILCATION,application
MCIUNITS/ML,micro-international unit per milliliter
APPLICATION,application
APPLICATION OF LOTION,application
NANOGM/ML,nanogram per milliliter
x10e9/l^x10^9/l,billion per liter
NMOL/ML/MI,nanomole per minute and milliliter
MG/H,milligram per hour
INTL UNITS,international unit
UNIT(S) PER DAY,unit per 24 hours
mg/tv,milligram per total volume
{S_CO_RATIO},signal to cutoff ratio
E.L./DL,per deciliter
50 MG/DL +,milligram per deciliter
^MG/24 H,milligram per 24 hours
OINTMENT APPLICATION,application
25 LEU/UL +,per microliter
DROP O U,drop
%/100WBC,per 100 white blood cells
elisaunit,Elisa unit
APPLICATIONTO FACE,application
M/CUMM^M/CUMM,million per cubic millimeter
DRP,drop
NG/ML(D-XYXY01),nanogram per milliliter
ILLIMETERS OF MERCUR,millimeter mercury column
METRIC DROPS,drop
X10E6/UL,microliter
million/cu,million per cubic millimeter
TSP (5 ML),teaspoon
/HDF,per high power field
torr,pascal
# CELLS,cells
INTL UNITS/ML,international unit per milliliter
mm in 1hr,millimeter per hour
DROPSIN RIGHT EAR,drop
GPL UNITS PER MILLILITER,IgG phospholipid unit per milliliter
APPLICAITON,application
APPICATION,application
^ku/l,international unit per milliliter
MM WHEAL,millimeter
UNITDOSE,unit per dose
drops,drop
% OF TOT LYMPHS,percent of lymphocytes
DROP(S) AFFECTED EAR(S),drop
/100 PER 100 WHITE BLOOD CELLS,per 100 white blood cells
DROP(S)  OU,drop
X10S6/MCL,million per microliter
X10^3 CELLS/?L,thousand cells per liter
D,day
EHR/DL,Ehrlich unit per deciliter
